LIPID CATEGORY|LIPID CATEGORY|SUM COMPOSITION|INDIVIDUAL LIPID SPECIES |poner por niveles|FORMULA|MONOISOTOPIC MASS|RT|monoisotopic_mass_fixed|[M+H]+|[M+Na]+|[M+K]+|[M+NH4]+|[M+C2H7N2]+|[M+CH5O]+|[M+C2H8N]+|[2M+H]+|[2M+Na]+|[2M+K]+|[2M+NH4]+|[2M+Na+H]+|[M-H]-|[M+Cl]-|[M+CH3CO2]-|[M+CH2COONa]-|[M+C4H6O4Na]-|[M+C6H9O6Na2]-|[M+C8H12O8Na3]-|[M+HCO2]-|[M+COONa]-|[M+C3H4O4Na]-|[2M-H]-
||PC O-38:6/PC P-38:5|PCO-38:6/PCP-38:5||C46H82NO7P|791,5772|8,00|791.5828932641999|792.5901697163|814.5721139642|830.5460546841999|809.6167188126|850.6432679088999|824.6163848447001|837.648018941|1584.1730629804997|1606.1550072283999|1622.1289479483999|1601.1996120768|1607.1628322604997|790.5756168120998|826.5522918441999|850.5967469405|872.5786911884|932.5998213168|1014.6028956931|1096.6059700694|836.5810968763|858.5630411242|918.5841712526|1582.1585100763
||PC O-38:6/PC P-38:5|PCO-38:6/PCP-38:5||C46H82NO7P|791,5780|8,60|791.5828932641999|792.5901697163|814.5721139642|830.5460546841999|809.6167188126|850.6432679088999|824.6163848447001|837.648018941|1584.1730629804997|1606.1550072283999|1622.1289479483999|1601.1996120768|1607.1628322604997|790.5756168120998|826.5522918441999|850.5967469405|872.5786911884|932.5998213168|1014.6028956931|1096.6059700694|836.5810968763|858.5630411242|918.5841712526|1582.1585100763
||PC O-38:8/PC P-38:7|PCO-38:8/PCP-38:7||C46H78NO7P|787,5492|8,60|787.5515931357999|788.5588695879|810.5408138357999|826.5147545557999|805.5854186842001|846.6119677805001|820.5850847163|833.6167188126|1576.1104627237|1598.0924069715998|1614.0663476915997|1593.1370118199998|1599.1002320037|786.5443166837|822.5209917157998|846.5654468120999|868.54739106|928.5685211883999|1010.5715955647|1092.574669941|832.5497967479|854.5317409958|914.5528711242|1574.0959098194999
||PC O-39:10/PC P-39:9|PCO-39:10/PCP-39:9||C47H76NO7P|797,5381|9,57|797.5359430716|798.5432195237|820.5251637716|836.4991044916|815.56976862|856.5963177163|830.5694346521|843.6010687484|1596.0791625952997|1618.0611068432|1634.0350475632|1613.1057116916|1619.0689318752998|796.5286666194999|832.5053416515999|856.5497967479|878.5317409958|938.5528711242|1020.5559455005|1102.5590198768|842.5341466837|864.5160909316|924.53722106|1594.0646096911
||PC O-39:7/PC P-39:6|PCO-39:7/PCP-39:6||C47H82NO7P|803,5898|11,83|803.5828932641999|804.5901697163|826.5721139642|842.5460546841999|821.6167188126|862.6432679088999|836.6163848447001|849.648018941|1608.1730629804997|1630.1550072283999|1646.1289479483999|1625.1996120768|1631.1628322604997|802.5756168120998|838.5522918441999|862.5967469405|884.5786911884|944.5998213168|1026.6028956931|1108.6059700694|848.5810968763|870.5630411242|930.5841712526|1606.1585100763
||PC O-39:8/PC P-39:7|PCO-39:8/PCP-39:7||C47H80NO7P|801,5672|11,92|801.5672432|802.5745196520999|824.5564639|840.53040462|819.6010687484|860.6276178447|834.6007347805|847.6323688768001|1604.1417628520999|1626.1237071|1642.09764782|1621.1683119484|1627.1315321321|800.5599667478999|836.53664178|860.5810968763|882.5630411242|942.5841712526|1024.5872456288998|1106.5903200052|846.5654468120999|868.54739106|928.5685211883999|1602.1272099478997
||PC O-39:9/PC P-39:8|PCO-39:9/PCP-39:8||C47H78NO7P|799,5473|11,54|799.5515931357999|800.5588695879|822.5408138357999|838.5147545557999|817.5854186842001|858.6119677805001|832.5850847163|845.6167188126|1600.1104627237|1622.0924069715998|1638.0663476915997|1617.1370118199998|1623.1002320037|798.5443166837|834.5209917157998|858.5654468120999|880.54739106|940.5685211883999|1022.5715955647|1104.5746699410001|844.5497967479|866.5317409958|926.5528711242|1598.0959098194999
||PC O-40:11/PC P-40:10|PCO-40:11/PCP-40:10||C48H76NO7P|809,5358|7,27|809.5359430716|810.5432195237|832.5251637716|848.4991044916|827.56976862|868.5963177163|842.5694346521|855.6010687484|1620.0791625952997|1642.0611068432|1658.0350475632|1637.1057116916|1643.0689318752998|808.5286666194999|844.5053416515999|868.5497967479|890.5317409958|950.5528711242|1032.5559455005|1114.5590198768|854.5341466837|876.5160909316|936.53722106|1618.0646096911
||PC O-40:5/PC P-40:4|PCO-40:5/PCP-40:4||C48H88NO7P|821,6287|11,58|821.6298434567999|822.6371199089|844.6190641567999|860.5930048767999|839.6636690052|880.6902181015001|854.6633350373|867.6949691336|1644.2669633657001|1666.2489076135998|1682.2228483335998|1661.2935124619999|1667.2567326457001|820.6225670047|856.5992420367999|880.6436971331|902.625641381|962.6467715094|1044.6498458857|1126.6529202620002|866.6280470689|888.6099913168|948.6311214451999|1642.2524104615
||PC O-40:6/PC P-40:5|PCO-40:6/PCP-40:5||C48H86NO7P|819,6023|10,18|819.6141933926|820.6214698447001|842.6034140926|858.5773548126|837.648018941|878.6745680373|852.6476849731|865.6793190694001|1640.2356632372998|1662.2176074852|1678.1915482052|1657.2622123336|1663.2254325172999|818.6069169404999|854.5835919726|878.6280470689|900.6099913168|960.6311214451999|1042.6341958215|1124.6372701978003|864.6123970047|886.5943412526|946.615471381|1638.2211103330997
||PC O-40:6/PC P-40:5|PCO-40:6/PCP-40:5||C48H86NO7P|819,6033|9,33|819.6141933926|820.6214698447001|842.6034140926|858.5773548126|837.648018941|878.6745680373|852.6476849731|865.6793190694001|1640.2356632372998|1662.2176074852|1678.1915482052|1657.2622123336|1663.2254325172999|818.6069169404999|854.5835919726|878.6280470689|900.6099913168|960.6311214451999|1042.6341958215|1124.6372701978003|864.6123970047|886.5943412526|946.615471381|1638.2211103330997
||PC O-40:6/PC P-40:5|PCO-40:6/PCP-40:5||C48H86NO7P|819,6044|11,09|819.6141933926|820.6214698447001|842.6034140926|858.5773548126|837.648018941|878.6745680373|852.6476849731|865.6793190694001|1640.2356632372998|1662.2176074852|1678.1915482052|1657.2622123336|1663.2254325172999|818.6069169404999|854.5835919726|878.6280470689|900.6099913168|960.6311214451999|1042.6341958215|1124.6372701978003|864.6123970047|886.5943412526|946.615471381|1638.2211103330997
||PC O-40:6/PC P-40:5|PCO-40:6/PCP-40:5||C48H86NO7P|819,6094|10,82|819.6141933926|820.6214698447001|842.6034140926|858.5773548126|837.648018941|878.6745680373|852.6476849731|865.6793190694001|1640.2356632372998|1662.2176074852|1678.1915482052|1657.2622123336|1663.2254325172999|818.6069169404999|854.5835919726|878.6280470689|900.6099913168|960.6311214451999|1042.6341958215|1124.6372701978003|864.6123970047|886.5943412526|946.615471381|1638.2211103330997
||PC O-40:7/PC P-40:6|PCO-40:7/PCP-40:6||C48H84NO7P|817,5963|10,60|817.5985433283998|818.6058197804999|840.5877640283999|856.5617047483998|835.6323688768001|876.6589179731001|850.6320349089|863.6636690052|1636.2043631089|1658.1863073567997|1674.1602480767997|1653.2309122051997|1659.1941323889|816.5912668763|852.5679419083998|876.6123970047|898.5943412526|958.615471381|1040.6185457573|1122.6216201336001|862.5967469405|884.5786911884|944.5998213168|1634.1898102046998
||PC O-40:8/PC P-40:7|PCO-40:8/PCP-40:7||C48H82NO7P|815,5777|9,44|815.5828932641999|816.5901697163|838.5721139642|854.5460546841999|833.6167188126|874.6432679088999|848.6163848447001|861.648018941|1632.1730629804997|1654.1550072283999|1670.1289479483999|1649.1996120768|1655.1628322604997|814.5756168120998|850.5522918441999|874.5967469405|896.5786911884|956.5998213168|1038.6028956931|1120.6059700694|860.5810968763|882.5630411242|942.5841712526|1630.1585100763
||PC O-41:10/PC P-41:9|PCO-41:10/PCP-41:9||C49H80NO7P|825,5713|11,51|825.5672432|826.5745196520999|848.5564639|864.53040462|843.6010687484|884.6276178447|858.6007347805|871.6323688768001|1652.1417628520999|1674.1237071|1690.09764782|1669.1683119484|1675.1315321321|824.5599667478999|860.53664178|884.5810968763|906.5630411242|966.5841712526|1048.5872456288998|1130.5903200052|870.5654468120999|892.54739106|952.5685211883999|1650.1272099478997
||PC O-41:11/PC P-41:10|PCO-41:11/PCP-41:10||C49H78NO7P|823,5489|10,25|823.5515931357999|824.5588695879|846.5408138357999|862.5147545557999|841.5854186842001|882.6119677805001|856.5850847163|869.6167188126|1648.1104627237|1670.0924069715998|1686.0663476915997|1665.1370118199998|1671.1002320037|822.5443166837|858.5209917157998|882.5654468120999|904.54739106|964.5685211883999|1046.5715955647|1128.5746699410001|868.5497967479|890.5317409958|950.5528711242|1646.0959098194999
||PC O-42:7/PC P-42:6|PCO-42:7/PCP-42:6||C50H88NO7P|845,6323|11,92|845.6298434567999|846.6371199089|868.6190641567999|884.5930048767999|863.6636690052|904.6902181015001|878.6633350373|891.6949691336|1692.2669633657001|1714.2489076135998|1730.2228483335998|1709.2935124619999|1715.2567326457001|844.6225670047|880.5992420367999|904.6436971331|926.625641381|986.6467715094|1068.6498458857|1150.6529202620002|890.6280470689|912.6099913168|972.6311214451999|1690.2524104615
||PC O-42:8/PC P-42:7|PCO-42:8/PCP-42:7||C50H86NO7P|843,6142|11,46|843.6141933926|844.6214698447001|866.6034140926|882.5773548126|861.648018941|902.6745680373|876.6476849731|889.6793190694001|1688.2356632372998|1710.2176074852|1726.1915482052|1705.2622123336|1711.2254325172999|842.6069169404999|878.5835919726|902.6280470689|924.6099913168|984.6311214451999|1066.6341958215|1148.6372701978003|888.6123970047|910.5943412526|970.615471381|1686.2211103330997
||PC O-43:2/PC P-43:1|PCO-43:2/PCP-43:1||C51H100NO7P|869,7137|12,25|869.7237438419999|870.7310202941|892.7129645419999|908.6869052619999|887.7575693904001|928.7841184867001|902.7572354225|915.7888695188|1740.4547641361|1762.4367083839998|1778.4106491039997|1757.4813132323998|1763.4445334161|868.7164673899|904.6931424219998|928.7375975182999|950.7195417662|1010.7406718945999|1092.7437462709001|1174.7468206472001|914.7219474541|936.703891702|996.7250218304|1738.4402112318999
||PC O-44:4/PC P-44:3|PCO-44:4/PCP-44:3||C52H98NO7P|879,7063|12,27|879.7080937778|880.7153702299|902.6973144778|918.6712551978|897.7419193262|938.7684684225|912.7415853583|925.7732194546|1760.4234640076997|1782.4054082556|1798.3793489756|1777.450013104|1783.4132332876998|878.7008173256999|914.6774923577999|938.7219474541|960.703891702|1020.7250218304|1102.7280962067002|1184.7311705830002|924.7062973899|946.6882416378|1006.7093717662|1758.4089111035
||PC O-44:6/PC P-44:5|PCO-44:6/PCP-44:5||C52H94NO7P|875,6752|11,93|875.6767936493999|876.6840701015|898.6660143493999|914.6399550693999|893.7106191978002|934.7371682941001|908.7102852299|921.7419193262|1752.3608637509|1774.3428079987998|1790.3167487187998|1769.3874128471998|1775.3506330309|874.6695171973|910.6461922293998|934.6906473257|956.6725915736|1016.693721702|1098.6967960783|1180.6998704546002|920.6749972615|942.6569415094|1002.6780716378|1750.3463108467
||PC O-46:5/PC P-46:4|PCO-46:5/PCP-46:4||C54H100NO7P|905,7237|12,34|905.7237438419999|906.7310202941|928.7129645419999|944.6869052619999|923.7575693904001|964.7841184867001|938.7572354225|951.7888695188|1812.4547641361|1834.4367083839998|1850.4106491039997|1829.4813132323998|1835.4445334161|904.7164673899|940.6931424219998|964.7375975182999|986.7195417662|1046.7406718946|1128.7437462709001|1210.7468206472001|950.7219474541|972.703891702|1032.7250218304|1810.4402112318999
||PC O-46:6/PC P-46:5|PCO-46:6/PCP-46:5||C54H98NO7P|903,7081|12,18|903.7080937778|904.7153702299|926.6973144778|942.6712551978|921.7419193262|962.7684684225|936.7415853583|949.7732194546|1808.4234640076997|1830.4054082556|1846.3793489756|1825.450013104|1831.4132332876998|902.7008173256999|938.6774923577999|962.7219474541|984.703891702|1044.7250218304|1126.7280962067002|1208.7311705830002|948.7062973899|970.6882416378|1030.7093717661999|1806.4089111035
||PC O-46:8/PC P-46:7|PCO-46:8/PCP-46:7||C54H94NO7P|899,6822|11,90|899.6767936493999|900.6840701015|922.6660143493999|938.6399550693999|917.7106191978002|958.7371682941001|932.7102852299|945.7419193262|1800.3608637509|1822.3428079987998|1838.3167487187998|1817.3874128471998|1823.3506330309|898.6695171973|934.6461922293998|958.6906473257|980.6725915736|1040.693721702|1122.6967960783|1204.6998704546002|944.6749972615|966.6569415094|1026.6780716378|1798.3463108467
||PC O-47:12/PC P-47:11|PCO-47:12/PCP-47:11||C55H88NO7P|905,6239|11,87|905.6298434567999|906.6371199089|928.6190641567999|944.5930048767999|923.6636690052|964.6902181015001|938.6633350373|951.6949691336|1812.2669633657001|1834.2489076135998|1850.2228483335998|1829.2935124619999|1835.2567326457001|904.6225670047|940.5992420367999|964.6436971331|986.625641381|1046.6467715094|1128.6498458857|1210.6529202620002|950.6280470689|972.6099913168|1032.6311214451998|1810.2524104615
||LPE 16:0|PE(0:0/16:0)||C21H44NO7P|453,2853|2,55|453.2855420444|454.29281849650005|476.27476274440005|492.2487034644|471.3193675928|512.3459166891|486.31903362490004|499.3506677212|907.5783605409|929.5603047888001|945.5342455088|924.6049096372|930.5681298209|452.2782655923|488.2549406244|512.2993957207|534.2813399686|594.302470097|676.3055444733001|758.3086188496|498.28374565650006|520.2656899044|580.2868200328|905.5638076367001
||LPE 18:0|PE(0:0/18:0)||C23H48NO7P|481,3138|3,38|481.3168421728|482.32411862490005|504.30606287280006|520.2800035928001|499.3506677212|540.3772168175001|514.3503337533|527.3819678496001|963.6409607977|985.6229050456001|1001.5968457656|980.667509894|986.6307300777|480.3095657207|516.2862407528|540.3306958491|562.312640097|622.3337702254|704.3368446017|786.339918978|526.3150457849|548.2969900328001|608.3181201612|961.6264078935001
||LPE 18:1|PE(0:0/18:1)||C23H46NO7P|479,2972|2,69|479.3011921086|480.3084685607|502.2904128086|518.2643535286|497.335017657|538.3615667533|512.3346836891001|525.3663177854|959.6096606693001|981.5916049172|997.5655456372|976.6362097656|982.5994299493001|478.2939156565|514.2705906886|538.3150457849|560.2969900328001|620.3181201612|702.3211945375|784.3242689138001|524.2993957207|546.2813399686|606.302470097|957.5951077651
||LPE 18:2|PE(0:0/18:2)||C23H44NO7P|477,2828|2,13|477.2855420444|478.29281849650005|500.27476274440005|516.2487034644|495.3193675928|536.3459166891|510.31903362490004|523.3506677212|955.5783605409|977.5603047888001|993.5342455088|972.6049096372|978.5681298209|476.2782655923|512.2549406244|536.2993957207|558.2813399686|618.302470097|700.3055444733001|782.3086188496|522.2837456565001|544.2656899044|604.2868200328|953.5638076367001
||LPE 20:4|PE(0:0/20:4)||C25H44NO7P|501,2844|2,05|501.2855420444|502.29281849650005|524.2747627444|540.2487034644|519.3193675928001|560.3459166891|534.3190336249|547.3506677212|1003.5783605409|1025.5603047888|1041.5342455088|1020.6049096372|1026.5681298209|500.2782655923|536.2549406244|560.2993957207|582.2813399686|642.302470097|724.3055444733001|806.3086188496|546.2837456565001|568.2656899044|628.2868200328|1001.5638076367001
||LPE 22:6|PE(0:0/22:6)||C27H44NO7P|525,2864|2,03|525.2855420444|526.2928184965001|548.2747627444|564.2487034644|543.3193675928|584.3459166891|558.3190336249|571.3506677212|1051.5783605409001|1073.5603047888|1089.5342455088|1068.6049096372|1074.5681298209001|524.2782655923|560.2549406244|584.2993957207|606.2813399686|666.302470097|748.3055444733001|830.3086188496|570.2837456565001|592.2656899044|652.2868200328|1049.5638076367002
||LPE 16:0|PE(16:0/0:0)||C21H44NO7P|453,2857|2,73|453.2855420444|454.29281849650005|476.27476274440005|492.2487034644|471.3193675928|512.3459166891|486.31903362490004|499.3506677212|907.5783605409|929.5603047888001|945.5342455088|924.6049096372|930.5681298209|452.2782655923|488.2549406244|512.2993957207|534.2813399686|594.302470097|676.3055444733001|758.3086188496|498.28374565650006|520.2656899044|580.2868200328|905.5638076367001
||PE 34:1|PE(16:0/18:1)||C39H76NO8P|717,5269|10,00|717.5308580716|718.5381345237|740.5200787716001|756.4940194916|735.5646836200001|776.5912327163|750.5643496521|763.5959837484|1436.0689925953|1458.0509368432001|1474.0248775632|1453.0955416916|1459.0587618753|716.5235816195|752.5002566516|776.5447117479|798.5266559958|858.5477861242|940.5508605005|1022.5539348768|762.5290616837|784.5110059316|844.53213606|1434.0544396911
||PE 34:2|PE(16:0/18:2)||C39H74NO8P|715,5217|8,42|715.5152080074|716.5224844595|738.5044287074|754.4783694274|733.5490335558001|774.5755826521|748.5486995879|761.5803336842001|1432.0376924669001|1454.0196367148|1469.9935774348|1449.0642415632|1455.0274617469001|714.5079315553|750.4846065874|774.5290616837|796.5110059316|856.53213606|938.5352104363|1020.5382848125998|760.5134116195|782.4953558674|842.5164859957999|1430.0231395627
||PE 36:4|PE(16:0/20:4)||C41H74NO8P|739,5142|8,04|739.5152080074|740.5224844595|762.5044287074|778.4783694274|757.5490335558001|798.5755826521|772.5486995879|785.5803336842001|1480.0376924669001|1502.0196367148|1517.9935774348|1497.0642415632|1503.0274617469001|738.5079315553|774.4846065874|798.5290616837|820.5110059316|880.53213606|962.5352104363|1044.5382848125998|784.5134116195|806.4953558674|866.5164859957999|1478.0231395627
||PE 36:5|PE(16:0/20:5)||C41H72NO8P|737,4975|7,13|737.4995579432|738.5068343953001|760.4887786432|776.4627193632|755.5333834916001|796.5599325879001|770.5330495237|783.5646836200001|1476.0063923385|1497.9883365864|1513.9622773064|1493.0329414348|1498.9961616185|736.4922814911|772.4689565232|796.5134116195|818.4953558674|878.5164859957999|960.5195603720999|1042.5226347484|782.4977615553|804.4797058032|864.5008359316|1473.9918394343001
||PE 38:5|PE(16:0/22:5)||C43H76NO8P|765,5225|8,60|765.5308580716|766.5381345237|788.5200787716001|804.4940194916|783.5646836200001|824.5912327163|798.5643496521|811.5959837484|1532.0689925953|1554.0509368432001|1570.0248775632|1549.0955416916|1555.0587618753|764.5235816195|800.5002566516|824.5447117479|846.5266559958|906.5477861242|988.5508605005|1070.5539348768|810.5290616837|832.5110059316|892.53213606|1530.0544396911
||PE 38:6|PE(16:0/22:6)||C43H74NO8P|763,5200|7,82|763.5152080074|764.5224844595|786.5044287074|802.4783694274|781.5490335558001|822.5755826521|796.5486995879|809.5803336842001|1528.0376924669001|1550.0196367148|1565.9935774348|1545.0642415632|1551.0274617469001|762.5079315553|798.4846065874|822.5290616837|844.5110059316|904.53213606|986.5352104363|1068.5382848125998|808.5134116195|830.4953558674|890.5164859957999|1526.0231395627
||LPE 18:0|PE(18:0/0:0)||C23H48NO7P|481,3178|3,58|481.3168421728|482.32411862490005|504.30606287280006|520.2800035928001|499.3506677212|540.3772168175001|514.3503337533|527.3819678496001|963.6409607977|985.6229050456001|1001.5968457656|980.667509894|986.6307300777|480.3095657207|516.2862407528|540.3306958491|562.312640097|622.3337702254|704.3368446017|786.339918978|526.3150457849|548.2969900328001|608.3181201612|961.6264078935001
||PE 36:1|PE(18:0/18:1)||C41H80NO8P|745,5577|11,70|745.5621582|746.5694346521|768.5513789|784.52531962|763.5959837484|804.6225328447001|778.5956497805|791.6272838768001|1492.1315928521|1514.1135371|1530.08747782|1509.1581419484|1515.1213621321|744.5548817479|780.53155678|804.5760118763|826.5579561242|886.5790862526|968.5821606288999|1050.5852350051998|790.5603618120999|812.54230606|872.5634361883999|1490.1170399479
||PE 36:2|PE(18:0/18:2)||C41H78NO8P|743,5594|10,78|743.5465081358|744.5537845879|766.5357288358|782.5096695558|761.5803336842001|802.6068827805001|776.5799997163|789.6116338126001|1488.1002927237|1510.0822369716|1526.0561776916|1505.12684182|1511.0900620037|742.5392316837|778.5159067157999|802.5603618120999|824.54230606|884.5634361883999|966.5665105647|1048.569584941|788.5447117479|810.5266559958|870.5477861242|1486.0857398195
||PE 38:3|PE(18:0/20:3)||C43H80NO8P|769,5644|11,25|769.5621582|770.5694346521|792.5513789|808.52531962|787.5959837484|828.6225328447001|802.5956497805|815.6272838768001|1540.1315928521|1562.1135371|1578.08747782|1557.1581419484|1563.1213621321|768.5548817479|804.53155678|828.5760118763|850.5579561242|910.5790862526|992.5821606288999|1074.5852350051998|814.5603618120999|836.54230606|896.5634361883999|1538.1170399479
||PE 38:4|PE(18:0/20:4)||C43H78NO8P|767,5405|10,24|767.5465081358|768.5537845879|790.5357288358|806.5096695558|785.5803336842001|826.6068827805001|800.5799997163|813.6116338126001|1536.1002927237|1558.0822369716|1574.0561776916|1553.12684182|1559.0900620037|766.5392316837|802.5159067157999|826.5603618120999|848.54230606|908.5634361883999|990.5665105647|1072.569584941|812.5447117479|834.5266559958|894.5477861242|1534.0857398195
||PE 40:4|PE(18:0/22:4)||C45H82NO8P|795,5778|11,68|795.5778082642|796.5850847163|818.5670289642001|834.5409696842|813.6116338126001|854.6381829089|828.6112998447|841.6429339410001|1592.1628929805|1614.1448372284|1630.1187779484|1609.1894420767999|1615.1526622605|794.5705318121|830.5472068442|854.5916619405|876.5736061883999|936.5947363168|1018.5978106931|1100.6008850694|840.5760118763|862.5579561242|922.5790862526|1590.1483400763
||PE 40:5|PE(18:0/22:5)||C45H80NO8P|793,5739|10,74|793.5621582|794.5694346521|816.5513789|832.52531962|811.5959837484|852.6225328447001|826.5956497805|839.6272838768001|1588.1315928521|1610.1135371|1626.08747782|1605.1581419484|1611.1213621321|792.5548817479|828.53155678|852.5760118763|874.5579561242|934.5790862526|1016.5821606288999|1098.5852350052|838.5603618120999|860.54230606|920.5634361883999|1586.1170399479
||PE 40:6|PE(18:0/22:6)||C45H78NO8P|791,5450|9,70|791.5465081358|792.5537845879|814.5357288358|830.5096695558|809.5803336842001|850.6068827805001|824.5799997163|837.6116338126001|1584.1002927237|1606.0822369716|1622.0561776916|1601.12684182|1607.0900620037|790.5392316837|826.5159067157999|850.5603618120999|872.54230606|932.5634361883999|1014.5665105647|1096.5695849410001|836.5447117479|858.5266559958|918.5477861242|1582.0857398195
||LPE 18:1|PE(18:1/0:0)||C23H46NO7P|479,3009|2,87|479.3011921086|480.3084685607|502.2904128086|518.2643535286|497.335017657|538.3615667533|512.3346836891001|525.3663177854|959.6096606693001|981.5916049172|997.5655456372|976.6362097656|982.5994299493001|478.2939156565|514.2705906886|538.3150457849|560.2969900328001|620.3181201612|702.3211945375|784.3242689138001|524.2993957207|546.2813399686|606.302470097|957.5951077651
||PE 36:3|PE(18:1/18:2)||C41H76NO8P|741,5336|8,62|741.5308580716|742.5381345237|764.5200787716001|780.4940194916|759.5646836200001|800.5912327163|774.5643496521|787.5959837484|1484.0689925953|1506.0509368432001|1522.0248775632|1501.0955416916|1507.0587618753|740.5235816195|776.5002566516|800.5447117479|822.5266559958|882.5477861242|964.5508605005|1046.5539348768|786.5290616837|808.5110059316|868.53213606|1482.0544396911
||PE 38:5|PE(18:1/20:4)||C43H76NO8P|765,5326|8,29|765.5308580716|766.5381345237|788.5200787716001|804.4940194916|783.5646836200001|824.5912327163|798.5643496521|811.5959837484|1532.0689925953|1554.0509368432001|1570.0248775632|1549.0955416916|1555.0587618753|764.5235816195|800.5002566516|824.5447117479|846.5266559958|906.5477861242|988.5508605005|1070.5539348768|810.5290616837|832.5110059316|892.53213606|1530.0544396911
||LPE 18:2|PE(18:2/0:0)||C23H44NO7P|477,2826|2,33|477.2855420444|478.29281849650005|500.27476274440005|516.2487034644|495.3193675928|536.3459166891|510.31903362490004|523.3506677212|955.5783605409|977.5603047888001|993.5342455088|972.6049096372|978.5681298209|476.2782655923|512.2549406244|536.2993957207|558.2813399686|618.302470097|700.3055444733001|782.3086188496|522.2837456565001|544.2656899044|604.2868200328|953.5638076367001
||LPE 20:3|PE(20:3/0:0)||C25H46NO7P|503,3040|2,62|503.3011921086|504.3084685607|526.2904128086|542.2643535286|521.335017657|562.3615667533|536.3346836891001|549.3663177853999|1007.6096606693001|1029.5916049172|1045.5655456372|1024.6362097656001|1030.5994299493|502.2939156565|538.2705906886|562.3150457849|584.2969900328001|644.3181201612|726.3211945375|808.3242689138001|548.2993957207|570.2813399686|630.302470097|1005.5951077651
||LPE 20:4|PE(20:4/0:0)||C25H44NO7P|501,2839|2,23|501.2855420444|502.29281849650005|524.2747627444|540.2487034644|519.3193675928001|560.3459166891|534.3190336249|547.3506677212|1003.5783605409|1025.5603047888|1041.5342455088|1020.6049096372|1026.5681298209|500.2782655923|536.2549406244|560.2993957207|582.2813399686|642.302470097|724.3055444733001|806.3086188496|546.2837456565001|568.2656899044|628.2868200328|1001.5638076367001
||LPE 22:5|PE(22:5/0:0)||C27H46NO7P|527,3012|2,48|527.3011921086|528.3084685607|550.2904128086001|566.2643535286|545.335017657|586.3615667533|560.3346836891001|573.3663177853999|1055.6096606693002|1077.5916049172001|1093.5655456372|1072.6362097656001|1078.5994299493002|526.2939156565001|562.2705906886|586.3150457849|608.2969900328001|668.3181201612|750.3211945375|832.3242689138001|572.2993957207|594.2813399686|654.302470097|1053.5951077651
||LPE 22:6|PE(22:6/0:0)||C27H44NO7P|525,2841|2,18|525.2855420444|526.2928184965001|548.2747627444|564.2487034644|543.3193675928|584.3459166891|558.3190336249|571.3506677212|1051.5783605409001|1073.5603047888|1089.5342455088|1068.6049096372|1074.5681298209001|524.2782655923|560.2549406244|584.2993957207|606.2813399686|666.302470097|748.3055444733001|830.3086188496|570.2837456565001|592.2656899044|652.2868200328|1049.5638076367002
||LPE O-16:1|PE(O-16:1/0:0)||C21H44NO6P|437,2898|3,12|437.2906270444|438.29790349650006|460.27984774440006|476.25378846440003|455.3244525928|496.35100168910003|470.32411862490005|483.3557527212|875.5885305409|897.5704747888001|913.5444155088001|892.6150796372|898.5782998209|436.2833505923|472.2600256244|496.3044807207|518.2864249685999|578.307555097|660.3106294733001|742.3137038496|482.2888306565|504.2707749044|564.2919050328001|873.5739776367001
||PE O-36:5/PE P-36:4|PE(O-16:1/20:4)/PE(P-16:0/20:4)||C41H74NO7P|723,5216|9,20|723.5202930074|724.5275694594999|746.5095137074001|762.4834544274|741.5541185558001|782.5806676521|756.5537845879|769.5854186842001|1448.0478624669|1470.0298067148|1486.0037474348|1465.0744115632|1471.0376317469|722.5130165552999|758.4896915874|782.5341466837|804.5160909316|864.53722106|946.5402954363|1028.5433698125998|768.5184966195|790.5004408674|850.5215709958|1446.0333095626997
||PE O-36:6/PE P-36:5|PE(O-16:1/20:5)/PE(P-16:0/20:5) ||C41H72NO7P|721,5046|7,88|721.5046429431999|722.5119193953|744.4938636431999|760.4678043631999|739.5384684916002|780.5650175879001|754.5381345237|767.56976862|1444.0165623385|1465.9985065863998|1481.9724473063998|1461.0431114347998|1467.0063316185|720.4973664911|756.4740415231998|780.5184966195|802.5004408674|862.5215709958|944.5246453720999|1026.5277197484|766.5028465553|788.4847908032|848.5059209316|1442.0020094343
||PE O-38:7/PE P-38:6|PE(O-16:1/22:6)/PE(P-16:0/22:6)||C43H74NO7P|747,5271|8,70|747.5202930074|748.5275694594999|770.5095137074001|786.4834544274|765.5541185558001|806.5806676521|780.5537845879|793.5854186842001|1496.0478624669|1518.0298067148|1534.0037474348|1513.0744115632|1519.0376317469|746.5130165552999|782.4896915874|806.5341466837|828.5160909316|888.53722106|970.5402954363|1052.5433698125998|792.5184966195|814.5004408674|874.5215709958|1494.0333095626997
||PE O-34:2/PE P-34:1|PE(O-16:1_18:1)/PE(P-16:0_18:1)||C39H76NO7P|701,5359|11,26|701.5359430716|702.5432195237|724.5251637716|740.4991044916|719.56976862|760.5963177163|734.5694346521|747.6010687484|1404.0791625952997|1426.0611068432|1442.0350475632|1421.1057116916|1427.0689318752998|700.5286666194999|736.5053416515999|760.5497967479|782.5317409958|842.5528711242|924.5559455005|1006.5590198768|746.5341466837|768.5160909316|828.53722106|1402.0646096911
