LIPID CATEGORY|LIPID CATEGORY|SUM COMPOSITION|INDIVIDUAL LIPID SPECIES |poner por niveles|FORMULA|MONOISOTOPIC MASS|RT|monoisotopic_mass_fixed|[M+H]+|[M+Na]+|[M+K]+|[M+NH4]+|[M+C2H7N2]+|[M+CH5O]+|[M+C2H8N]+|[2M+H]+|[2M+Na]+|[2M+K]+|[2M+NH4]+|[2M+Na+H]+|[M-H]-|[M+Cl]-|[M+CH3CO2]-|[M+CH2COONa]-|[M+C4H6O4Na]-|[M+C6H9O6Na2]-|[M+C8H12O8Na3]-|[M+HCO2]-|[M+COONa]-|[M+C3H4O4Na]-|[2M-H]-
||CE 20:3|CE(20:3)||C47H78O2|674,5905|15,04|674.6001825037999|675.6074589559|697.5894032038|713.5633439238|692.6340080522|733.6605571485001|707.6336740843|720.6653081805999|1350.2076414597|1372.1895857076|1388.1635264276|1367.234190556|1373.1974107397|673.5929060517|709.5695810837999|733.6140361800999|755.595980428|815.6171105563999|897.6201849327001|979.6232593090001|719.5983861159|741.5803303637999|801.6014604922|1348.1930885555
||CE 20:4|CE(20:4)||C47H76O2|672,5879|14,58|672.5845324396|673.5918088917|695.5737531396001|711.5476938596|690.618357988|731.6449070843|705.6180240200999|718.6496581163999|1346.1763413313|1368.1582855792|1384.1322262992|1363.2028904275999|1369.1661106113|671.5772559874999|707.5539310196|731.5983861159|753.5803303637999|813.6014604922|895.6045348685001|977.6076092448|717.5827360517|739.5646802996|799.5858104280001|1344.1617884271
||CE 20:5|CE(20:5)||C47H74O2|670,5591|14,09|670.5688823754|671.5761588275|693.5581030754|709.5320437954|688.6027079237999|729.6292570201|703.6023739559|716.6340080522|1342.1450412029|1364.1269854508|1380.1009261708|1359.1715902992|1365.1348104829|669.5616059233|705.5382809554|729.5827360517|751.5646802996|811.5858104280001|893.5888848043|975.5919591806|715.5670859874999|737.5490302354|797.5701603637999|1340.1304882987
||CE 22:4|CE(22:4)||C49H80O2|700,6112|15,14|700.615832568|701.6231090201|723.605053268|739.578993988|718.6496581163999|759.6762072127001|733.6493241485|746.6809582448|1402.2389415881|1424.220885836|1440.194826556|1419.2654906844|1425.2287108681|699.6085561159|735.5852311479999|759.6296862442999|781.6116304922|841.6327606206|923.6358349969|1005.6389093732|745.6140361800999|767.595980428|827.6171105563999|1400.2243886838999
||CE 22:5|CE(22:5)||C49H78O2|698,5892|14,57|698.6001825037999|699.6074589559|721.5894032038|737.5633439238|716.6340080522|757.6605571485001|731.6336740843|744.6653081805999|1398.2076414597|1420.1895857076|1436.1635264276|1415.234190556|1421.1974107397|697.5929060517|733.5695810837999|757.6140361800999|779.595980428|839.6171105563999|921.6201849327001|1003.6232593090001|743.5983861159|765.5803303637999|825.6014604922|1396.1930885555
||CE 22:6|CE(22:6)||C49H76O2|696,5815|14,24|696.5845324396|697.5918088917|719.5737531396001|735.5476938596|714.618357988|755.6449070843|729.6180240200999|742.6496581163999|1394.1763413313|1416.1582855792|1432.1322262992|1411.2028904275999|1417.1661106113|695.5772559874999|731.5539310196|755.5983861159|777.5803303637999|837.6014604922|919.6045348685001|1001.6076092448|741.5827360517|763.5646802996|823.5858104280001|1392.1617884271
||Cer 38:0|Cer(d16:0/22:0)||C38H77NO3|595,5903|12,09|595.5903464717|596.5976229237999|618.5795671717|634.5535078917|613.6241720201|654.6507211164|628.6238380522|641.6554721485|1192.1879693955|1214.1699136434|1230.1438543634|1209.2145184918|1215.1777386755|594.5830700196|630.5597450516999|654.6042001479999|676.5861443959|736.6072745243|818.6103489006|900.6134232769|640.5885500837999|662.5704943316999|722.5916244600999|1190.1734164912998
||Cer 39:1|Cer(d16:1/23:0)||C39H78NO3|607,5903|12,14|608.5981715037999|609.6054479559|631.5873922037999|647.5613329237999|626.6319970522001|667.6585461485|641.6316630842999|654.6632971806|1218.2036194597|1240.1855637075998|1256.1595044275998|1235.2301685559999|1241.1933887397|607.5908950516999|643.5675700837999|667.6120251800999|689.5939694279999|749.6150995563999|831.6181739327001|913.6212483090001|653.5963751159|675.5783193637999|735.5994494921999|1216.1890665555
||Cer 36:0|Cer(d18:0/18:0)||C36H73NO3|567,5549|11,77|567.5590463433|568.5663227954|590.5482670433|606.5222077633|585.5928718917|626.619420988|600.5925379237999|613.6241720201|1136.1253691386999|1158.1073133866|1174.0812541066|1153.1519182349998|1159.1151384186999|566.5517698911999|602.5284449233|626.5729000196|648.5548442674999|708.5759743959|790.5790487722|872.5821231484999|612.5572499553999|634.5391942033|694.5603243317|1134.1108162345
||Cer 38:0|Cer(d18:0/20:0)||C38H77NO3|595,5903|12,12|595.5903464717|596.5976229237999|618.5795671717|634.5535078917|613.6241720201|654.6507211164|628.6238380522|641.6554721485|1192.1879693955|1214.1699136434|1230.1438543634|1209.2145184918|1215.1777386755|594.5830700196|630.5597450516999|654.6042001479999|676.5861443959|736.6072745243|818.6103489006|900.6134232769|640.5885500837999|662.5704943316999|722.5916244600999|1190.1734164912998
||Cer 40:0|Cer(d18:0/22:0)||C40H81NO3|623,6200|12,37|623.6216466000999|624.6289230522|646.6108673000999|662.5848080200999|641.6554721485|682.6820212448|656.6551381805999|669.6867722769|1248.2505696522999|1270.2325139001998|1286.2064546201998|1265.2771187485998|1271.2403389323|622.6143701479999|658.5910451800999|682.6355002763999|704.6174445242999|764.6385746527001|846.6416490290001|928.6447234053|668.6198502121999|690.6017944600999|750.6229245884999|1246.2360167481
||Cer 41:0|Cer(d18:0/23:0)||C41H83NO3|637,6351|12,53|637.6372966642999|638.6445731163999|660.6265173643|676.6004580842999|655.6711222127001|696.697671309|670.6707882448|683.7024223411|1276.2818697807|1298.2638140285999|1314.2377547485999|1293.308418877|1299.2716390607|636.6300202122|672.6066952442999|696.6511503405999|718.6330945885|778.6542247169|860.6572990932|942.6603734695|682.6355002763999|704.6174445242999|764.6385746527001|1274.2673168764998
||Cer 42:0|Cer(d18:0/24:0)||C42H85NO3|651,6521|12,69|651.6529467285|652.6602231805999|674.6421674285|690.6161081485|669.6867722769|710.7133213732|684.686438309|697.7180724053001|1304.3131699090998|1326.295114157|1342.269054877|1321.3397190054|1327.3029391890998|650.6456702763999|686.6223453084999|710.6668004047999|732.6487446527|792.6698747810999|874.6729491574|956.6760235336999|696.6511503405999|718.6330945885|778.6542247169|1302.2986170048998
||Cer 42:1|Cer(d18:0/24:1)||C42H83NO3|649,6351|12,36|649.6372966642999|650.6445731163999|672.6265173643|688.6004580842999|667.6711222127001|708.697671309|682.6707882448|695.7024223411|1300.2818697807|1322.2638140285999|1338.2377547485999|1317.308418877|1323.2716390607|648.6300202122|684.6066952442999|708.6511503405999|730.6330945885|790.6542247169|872.6572990932|954.6603734695|694.6355002763999|716.6174445242999|776.6385746527001|1298.2673168764998
||Cer 43:0|Cer(d18:0/25:0)||C43H87NO3|665,6541|12,91|665.6685967927|666.6758732448|688.6578174927|704.6317582127|683.7024223411|724.7289714374|698.7020883731999|711.7337224695001|1332.3444700374998|1354.3264142854|1370.3003550054|1349.3710191337998|1355.3342393174999|664.6613203405999|700.6379953727|724.682450469|746.6643947168999|806.6855248453|888.6885992216|970.6916735979|710.6668004047999|732.6487446527|792.6698747810999|1330.3299171333
||Cer 34:0|Cer(d18:0_16:0)||C34H69NO3|539,5172|9,91|539.5277462149|540.535022667|562.5169669149001|578.4909076349|557.5615717633|598.5881208595999|572.5612377954001|585.5928718917|1080.0627688819002|1102.0447131298001|1118.0186538498|1097.0893179782001|1103.0525381619002|538.5204697628001|574.4971447949|598.5415998911999|620.5235441391|680.5446742674999|762.5477486438|844.5508230200999|584.525949827|606.5078940749|666.5290242033|1078.0482159777
||Cer 34:1|Cer(d18:1/16:0)||C34H67NO3|537,5125|9,02|537.5120961507|538.5193726028001|560.5013168507|576.4752575707|555.5459216991001|596.5724707954|570.5455877312|583.5772218275|1076.0314687535001|1098.0134130014|1113.9873537214|1093.0580178498|1099.0212380335001|536.5048196986|572.4814947307|596.525949827|618.5078940748999|678.5290242033|760.5320985796001|842.5351729559|582.5102997628001|604.4922440107|664.5133741391|1074.0169158493
||Cer 34:2|Cer(d18:1/16:1)||C34H65NO3|535,4957|7,64|535.4964460865|536.5037225386001|558.4856667865|574.4596075065|553.5302716349|594.5568207312|568.529937667|581.5615717633|1072.0001686251|1093.982112873|1109.956053593|1089.0267177214|1094.9899379051|534.4891696344|570.4658446665|594.5102997628|616.4922440107|676.5133741391|758.5164485154|840.5195228917|580.4946496986|602.4765939465|662.4977240748999|1069.9856157209001
||Cer 36:1|Cer(d18:1/18:0)||C36H71NO3|565,5437|11,41|565.5433962791|566.5506727311999|588.5326169791|604.5065576991|583.5772218275|624.6037709238|598.5768878596|611.6085219559001|1132.0940690103|1154.0760132582|1170.0499539782|1149.1206181066|1155.0838382903|564.536119827|600.5127948590999|624.5572499553999|646.5391942033|706.5603243317|788.563398708|870.5664730843|610.5415998911999|632.5235441391|692.5446742674999|1130.0795161060998
||Cer 38:1|Cer(d18:1/20:0)||C38H75NO3|593,5751|11,96|593.5746964074999|594.5819728596|616.5639171075|632.5378578274999|611.6085219559001|652.6350710522|626.6081879879999|639.6398220843|1188.1566692671|1210.1386135149999|1226.1125542349998|1205.1832183633999|1211.1464385471|592.5674199553999|628.5440949874999|652.5885500837999|674.5704943316999|734.5916244600999|816.5946988364|898.5977732127001|638.5729000196|660.5548442674999|720.5759743959|1186.1421163629
||Cer 38:2|Cer(d18:1/20:1)||C38H73NO3|591,5582|11,59|591.5590463433|592.5663227954|614.5482670433|630.5222077633|609.5928718917|650.619420988|624.5925379237999|637.6241720201|1184.1253691386999|1206.1073133866|1222.0812541066|1201.1519182349998|1207.1151384186999|590.5517698911999|626.5284449233|650.5729000196|672.5548442674999|732.5759743959|814.5790487722|896.5821231484999|636.5572499553999|658.5391942033|718.5603243317|1182.1108162345
||Cer 40:1|Cer(d18:1/22:0)||C40H79NO3|621,6067|12,25|621.6059965359|622.613272988|644.5952172359|660.5691579559|639.6398220843|680.6663711806|654.6394881163999|667.6711222127001|1244.2192695238998|1266.2012137718|1282.1751544918|1261.2458186201998|1267.2090388038998|620.5987200837999|656.5753951158999|680.6198502121999|702.6017944600999|762.6229245884999|844.6259989648|926.6290733410999|666.6042001479999|688.5861443959|748.6072745243|1242.2047166196999
||Cer 40:2|Cer(d18:1/22:1)||C40H77NO3|619,5905|12,01|619.5903464717|620.5976229237999|642.5795671717|658.5535078917|637.6241720201|678.6507211164|652.6238380522|665.6554721485|1240.1879693955|1262.1699136434|1278.1438543634|1257.2145184918|1263.1777386755|618.5830700196|654.5597450516999|678.6042001479999|700.5861443959|760.6072745243|842.6103489006|924.6134232769|664.5885500837999|686.5704943316999|746.5916244600999|1238.1734164912998
||Cer 41:1|Cer(d18:1/23:0)||C41H81NO3|635,6228|12,40|635.6216466000999|636.6289230522|658.6108673000999|674.5848080200999|653.6554721485|694.6820212448|668.6551381805999|681.6867722769|1272.2505696522999|1294.2325139001998|1310.2064546201998|1289.2771187485998|1295.2403389323|634.6143701479999|670.5910451800999|694.6355002763999|716.6174445242999|776.6385746527001|858.6416490290001|940.6447234053|680.6198502121999|702.6017944600999|762.6229245884999|1270.2360167481
||Cer 41:2|Cer(d18:1/23:1)||C41H79NO3|633,6060|12,20|633.6059965359|634.613272988|656.5952172359|672.5691579559|651.6398220843|692.6663711806|666.6394881163999|679.6711222127001|1268.2192695238998|1290.2012137718|1306.1751544918|1285.2458186201998|1291.2090388038998|632.5987200837999|668.5753951158999|692.6198502121999|714.6017944600999|774.6229245884999|856.6259989648|938.6290733410999|678.6042001479999|700.5861443959|760.6072745243|1266.2047166196999
||Cer 42:1|Cer(d18:1/24:0)||C42H83NO3|649,6387|12,56|649.6372966642999|650.6445731163999|672.6265173643|688.6004580842999|667.6711222127001|708.697671309|682.6707882448|695.7024223411|1300.2818697807|1322.2638140285999|1338.2377547485999|1317.308418877|1323.2716390607|648.6300202122|684.6066952442999|708.6511503405999|730.6330945885|790.6542247169|872.6572990932|954.6603734695|694.6355002763999|716.6174445242999|776.6385746527001|1298.2673168764998
||Cer 42:2|Cer(d18:1/24:1)||C42H81NO3|647,6216|12,26|647.6216466000999|648.6289230522|670.6108673000999|686.5848080200999|665.6554721485|706.6820212448|680.6551381805999|693.6867722769|1296.2505696522999|1318.2325139001998|1334.2064546201998|1313.2771187485998|1319.2403389323|646.6143701479999|682.5910451800999|706.6355002763999|728.6174445242999|788.6385746527001|870.6416490290001|952.6447234053|692.6198502121999|714.6017944600999|774.6229245884999|1294.2360167481
||Cer 43:1|Cer(d18:1/25:0)||C43H85NO3|663,6534|12,65|663.6529467285|664.6602231805999|686.6421674285|702.6161081485|681.6867722769|722.7133213732|696.686438309|709.7180724053001|1328.3131699090998|1350.295114157|1366.269054877|1345.3397190054|1351.3029391890998|662.6456702763999|698.6223453084999|722.6668004047999|744.6487446527|804.6698747810999|886.6729491574|968.6760235336999|708.6511503405999|730.6330945885|790.6542247169|1326.2986170048998
||Cer 43:2|Cer(d18:1/25:1)||C43H83NO3|661,6365|12,29|661.6372966642999|662.6445731163999|684.6265173643|700.6004580842999|679.6711222127001|720.697671309|694.6707882448|707.7024223411|1324.2818697807|1346.2638140285999|1362.2377547485999|1341.308418877|1347.2716390607|660.6300202122|696.6066952442999|720.6511503405999|742.6330945885|802.6542247169|884.6572990932|966.6603734695|706.6355002763999|728.6174445242999|788.6385746527001|1322.2673168764998
||Cer 44:2|Cer(d18:1/26:1)||C44H85NO3|675,6624|12,44|675.6529467285|676.6602231805999|698.6421674285|714.6161081485|693.6867722769|734.7133213732|708.686438309|721.7180724053001|1352.3131699090998|1374.295114157|1390.269054877|1369.3397190054|1375.3029391890998|674.6456702763999|710.6223453084999|734.6668004047999|756.6487446527|816.6698747810999|898.6729491574|980.6760235336999|720.6511503405999|742.6330945885|802.6542247169|1350.2986170048998
||Cer 40:2|Cer(d18:2/22:0)||C40H77NO3|619,5903|12,04|619.5903464717|620.5976229237999|642.5795671717|658.5535078917|637.6241720201|678.6507211164|652.6238380522|665.6554721485|1240.1879693955|1262.1699136434|1278.1438543634|1257.2145184918|1263.1777386755|618.5830700196|654.5597450516999|678.6042001479999|700.5861443959|760.6072745243|842.6103489006|924.6134232769|664.5885500837999|686.5704943316999|746.5916244600999|1238.1734164912998
||Cer 41:2|Cer(d18:2/23:0)||C41H79NO3|633,6053|12,16|633.6059965359|634.613272988|656.5952172359|672.5691579559|651.6398220843|692.6663711806|666.6394881163999|679.6711222127001|1268.2192695238998|1290.2012137718|1306.1751544918|1285.2458186201998|1291.2090388038998|632.5987200837999|668.5753951158999|692.6198502121999|714.6017944600999|774.6229245884999|856.6259989648|938.6290733410999|678.6042001479999|700.5861443959|760.6072745243|1266.2047166196999
||Cer 42:2|Cer(d18:2/24:0)||C42H81NO3|647,6225|12,24|647.6216466000999|648.6289230522|670.6108673000999|686.5848080200999|665.6554721485|706.6820212448|680.6551381805999|693.6867722769|1296.2505696522999|1318.2325139001998|1334.2064546201998|1313.2771187485998|1319.2403389323|646.6143701479999|682.5910451800999|706.6355002763999|728.6174445242999|788.6385746527001|870.6416490290001|952.6447234053|692.6198502121999|714.6017944600999|774.6229245884999|1294.2360167481
||Cer 43:1|Cer(d19:1/24:0)||C43H85NO3|663,6529|12,67|663.6529467285|664.6602231805999|686.6421674285|702.6161081485|681.6867722769|722.7133213732|696.686438309|709.7180724053001|1328.3131699090998|1350.295114157|1366.269054877|1345.3397190054|1351.3029391890998|662.6456702763999|698.6223453084999|722.6668004047999|744.6487446527|804.6698747810999|886.6729491574|968.6760235336999|708.6511503405999|730.6330945885|790.6542247169|1326.2986170048998
||Cer 44:0|Cer(d20:0/24:0)||C44H89NO3|679,6828|13,03|679.6842468568999|680.691523309|702.6734675568999|718.6474082768999|697.7180724053001|738.7446215016|712.7177384373999|725.7493725337|1360.3757701659|1382.3577144137998|1398.3316551337998|1377.4023192621999|1383.3655394459|678.6769704047999|714.6536454368999|738.6981005331999|760.6800447810999|820.7011749095|902.7042492858001|984.7073236621|724.682450469|746.6643947168999|806.6855248453|1358.3612172617
||Cer 44:1|Cer(d20:1/24:0)||C44H87NO3|677,6679|12,88|677.6685967927|678.6758732448|700.6578174927|716.6317582127|695.7024223411|736.7289714374|710.7020883731999|723.7337224695001|1356.3444700374998|1378.3264142854|1394.3003550054|1373.3710191337998|1379.3342393174999|676.6613203405999|712.6379953727|736.682450469|758.6643947168999|818.6855248453|900.6885992216|982.6916735979|722.6668004047999|744.6487446527|804.6698747810999|1354.3299171333
||Cer 46:0|Cer(d22:0/24:0)||C46H93NO3|707,7143|13,40|707.7155469853|708.7228234373999|730.7047676853|746.6787084053|725.7493725337|766.77592163|740.7490385658|753.7806726621001|1416.4383704227|1438.4203146706|1454.3942553906|1433.464919519|1439.4281397027|706.7082705331999|742.6849455652999|766.7294006615999|788.7113449095|848.7324750379|930.7355494142|1012.7386237905|752.7137505973999|774.6956948453|834.7168249736999|1414.4238175184998
||DG 34:3|DG(16:0_18:3_0:0)||C37H66O5|590,4836|11,07|590.4910271186|591.4983035707|613.4802478186|629.4541885386|608.5248526669999|649.5514017633001|623.5245186991001|636.5561527954|1181.9893306893|1203.9712749372|1219.9452156572|1199.0158797856|1204.9790999693|589.4837506665|625.4604256985999|649.5048807948999|671.4868250428001|731.5079551712|813.5110295475|895.5141039237999|635.4892307307|657.4711749786|717.492305107|1179.9747777850998
||DG 36:4|DG(16:0_20:4_0:0)||C39H68O5|616,5117|11,55|616.5066771828|617.5139536349|639.4958978828|655.4698386028|634.5405027311999|675.5670518275|649.5401687633|662.5718028596|1234.0206308176998|1256.0025750656|1271.9765157856|1251.0471799139998|1257.0104000976999|615.4994007306999|651.4760757628|675.5205308591001|697.502475107|757.5236052354|839.5266796117|921.529753988|661.5048807948999|683.4868250428001|743.5079551712|1232.0060779135
||DG 34:3|DG(16:1_18:2_0:0)||C37H66O5|590,4939|10,17|590.4910271186|591.4983035707|613.4802478186|629.4541885386|608.5248526669999|649.5514017633001|623.5245186991001|636.5561527954|1181.9893306893|1203.9712749372|1219.9452156572|1199.0158797856|1204.9790999693|589.4837506665|625.4604256985999|649.5048807948999|671.4868250428001|731.5079551712|813.5110295475|895.5141039237999|635.4892307307|657.4711749786|717.492305107|1179.9747777850998
